Unnamed: 0,season,first_name,last_name,position,origin,origin21%,origin22%,origin23%,originNIL,destination,destination21%,destination22%,destination23%,destinationNIL,transfer_date,rating,stars,eligibility
4798,2023.0,Jerrod,Cameron,CB,Coastal Carolina,85.0,69.0,62.0,367676,UMass,,,,0,2023-04-26T22:04:00.000Z,0.8,3.0,Immediate
4799,2023.0,Kaleb,Culp,S,Incarnate Word,,,,0,Texas State,33.0,33.0,62.0,599058,2022-12-20T01:35:00.000Z,,2.0,Immediate
4800,2023.0,Brian,Darby,WR,Oklahoma,85.0,46.0,77.0,14817595,none,,,,0,2022-12-05T20:04:00.000Z,,3.0,Immediate
4801,2023.0,Nate,Glantz,QB,Iowa State,54.0,33.0,54.0,7551312,McNeese,,,,0,2022-12-05T23:21:00.000Z,,2.0,Immediate
4802,2023.0,Courtney,Jackson,WR,Syracuse,42.0,54.0,46.0,0,Arkansas State,17.0,25.0,46.0,1207619,2022-11-29T15:30:00.000Z,,3.0,Immediate
4803,2023.0,Doug,Blue-Eli,DL,TCU,42.0,87.0,42.0,0,none,,,,0,2023-04-15T14:51:00.000Z,,3.0,Immediate
4804,2023.0,Bobby,Salla,S,Temple,25.0,25.0,25.0,0,Florida International,,,,229930,2022-12-12T15:10:00.000Z,,2.0,Immediate
4805,2023.0,Jahdae,Walker,WR,Grand Valley State,,,,0,Texas A&M,67.0,42.0,54.0,17228714,2023-04-26T20:31:00.000Z,0.89,3.0,Immediate
4806,2023.0,Ky,Oday Jr.,WR,Colorado State,25.0,25.0,42.0,2586300,none,,,,0,2023-04-26T15:29:00.000Z,,3.0,Immediate
4807,2023.0,Markus,Allen,WR,Wisconsin,69.0,54.0,54.0,8982406,none,,,,0,2023-06-23T15:41:00.000Z,0.87,3.0,Immediate
4808,2023.0,Ronald,Jackson,S,Akron,17.0,17.0,17.0,0,none,,,,0,2022-12-05T22:27:00.000Z,,3.0,Immediate
4809,2023.0,Griffin,Scroggs,IOL,Georgia,93.0,100.0,93.0,18326566,Appalachian State,71.0,50.0,64.0,1925394,2023-04-19T02:33:00.000Z,0.84,3.0,Immediate
4810,2023.0,Nigel,Bethel,CB,Colorado,33.0,8.0,33.0,5337719,none,,,,0,2023-04-27T14:31:00.000Z,,3.0,Immediate
4811,2023.0,Keyshon,Mills,CB,Colorado,33.0,8.0,33.0,5337719,SMU,67.0,54.0,79.0,0,2023-04-15T14:02:00.000Z,0.86,3.0,Immediate
4812,2023.0,Brooks,Maile,SDE,BYU,77.0,62.0,42.0,0,Northern Colorado,,,,0,2023-04-21T18:18:00.000Z,,3.0,Immediate
4813,2023.0,Jackson,Brown,OT,California,42.0,33.0,46.0,3932903,Pittsburgh,79.0,69.0,25.0,0,2023-04-28T20:22:00.000Z,0.87,3.0,Immediate
4814,2023.0,Francis,Sherman,TE,Louisville,46.0,62.0,71.0,9443439,Arkansas,69.0,54.0,33.0,11544039,2023-05-01T22:05:00.000Z,0.86,3.0,Immediate
4815,2023.0,Owen,Daffer,K,East Carolina,57.99999999999999,62.0,17.0,2887971,none,,,,0,2023-04-15T22:41:00.000Z,,2.0,Immediate
4816,2023.0,Nathan,McElroy,QB,Louisville,46.0,62.0,71.0,9443439,none,,,,0,2023-04-28T13:47:00.000Z,,2.0,Immediate
4817,2023.0,Braxton,Myers,S,Ole Miss,77.0,62.0,85.0,0,Purdue,69.0,56.99999999999999,33.0,5510579,2023-04-20T20:19:00.000Z,0.89,3.0,Immediate
4818,2023.0,Keagan,Johnson,WR,Iowa,71.0,62.0,71.0,9698730,Kansas State,62.0,71.0,69.0,7121436,2022-12-05T14:18:00.000Z,0.9,4.0,Immediate
4819,2023.0,Jaeden,Gould,CB,Nebraska,25.0,33.0,42.0,7973918,Syracuse,42.0,54.0,46.0,0,2022-12-02T23:08:00.000Z,0.9,4.0,Immediate
4820,2023.0,Zyere,Horton,LB,Georgia Southern,25.0,46.0,46.0,844462,none,,,,0,2023-04-27T14:52:00.000Z,,2.0,Immediate
4821,2023.0,Haaziq,Daniels,QB,Air Force,77.0,77.0,69.0,0,none,,,,0,2022-12-23T06:00:00.000Z,,2.0,Immediate
4822,2023.0,Chris,Mayo,IOL,West Virginia,46.0,42.0,69.0,5495362,Eastern Michigan,54.0,69.0,46.0,0,2022-12-16T14:46:00.000Z,,3.0,Immediate
4823,2023.0,Chayce,Bishop,WR,Ball State,46.0,42.0,33.0,341183,none,,,,0,2022-12-05T16:07:00.000Z,,3.0,Immediate
4824,2023.0,Leonard,Payne,DL,Fresno State,77.0,71.0,69.0,2102800,Colorado,33.0,8.0,33.0,5337719,2022-12-28T15:12:00.000Z,0.89,3.0,Immediate
4825,2023.0,Jordan,Domineck,EDGE,Arkansas,69.0,54.0,33.0,11544039,Colorado,33.0,8.0,33.0,5337719,2023-01-02T20:32:00.000Z,0.88,3.0,Immediate
4826,2023.0,Tony,Mathis,RB,West Virginia,46.0,42.0,69.0,5495362,Houston,86.0,62.0,33.0,2098333,2023-05-01T14:52:00.000Z,0.88,3.0,Immediate
4827,2023.0,Mac,Aloisio,OG,BYU,77.0,62.0,42.0,0,none,,,,0,2023-04-21T19:36:00.000Z,,2.0,Immediate
4828,2023.0,Jalen,Richmond,WR,Boise State,57.99999999999999,71.0,56.99999999999999,2765657,none,,,,0,2022-08-18T20:56:00.000Z,,3.0,Immediate
4829,2023.0,Grant,Gremel,QB,Indiana,17.0,33.0,25.0,13631160,none,,,,0,2022-11-28T14:00:00.000Z,,2.0,Immediate
4830,2023.0,Harrison,Bailey,QB,UNLV,17.0,42.0,64.0,2772864,Louisville,46.0,62.0,71.0,9443439,2023-04-17T19:15:00.000Z,0.85,3.0,Immediate
4831,2023.0,Christy,Nkanu,OT,Southern Utah,,,,0,Washington State,54.0,54.0,42.0,3216991,2022-12-17T11:31:00.000Z,,2.0,Immediate
4832,2023.0,Omarr,Norman-Lott,DL,Arizona State,62.0,25.0,25.0,5689877,Tennessee,54.0,85.0,69.0,11602164,2022-12-05T16:54:00.000Z,0.88,3.0,Immediate
4833,2023.0,Joshua,Wiggins,CB,Colorado,33.0,8.0,33.0,5337719,Liberty,62.0,62.0,93.0,0,2023-04-20T22:02:00.000Z,,3.0,Immediate
4834,2023.0,Aubrey,Smith,LB,Colorado,33.0,8.0,33.0,5337719,Houston,86.0,62.0,33.0,2098333,2023-04-24T18:19:00.000Z,0.86,3.0,Immediate
4835,2023.0,Jake,Wiley,IOL,Colorado,33.0,8.0,33.0,5337719,UCLA,67.0,69.0,62.0,5919423,2023-04-26T22:06:00.000Z,0.86,3.0,Immediate
4836,2023.0,Na'Drian,Dizadare,LB,Oklahoma State,86.0,54.0,71.0,5338583,none,,,,0,2022-12-05T14:27:00.000Z,,3.0,Immediate
4837,2023.0,Javon,Nelson,DL,Memphis,50.0,54.0,77.0,2634877,none,,,,0,2023-05-01T18:55:00.000Z,,3.0,Immediate
4838,2023.0,John,Gentry,RB,Utah State,79.0,46.0,46.0,1511795,Sam Houston State,,,,238669,2022-12-05T17:35:00.000Z,,3.0,Immediate
4839,2023.0,William,Haskell,QB,San Diego State,86.0,54.0,33.0,4158476,none,,,,0,2022-12-06T06:00:00.000Z,,3.0,Immediate
4840,2023.0,Archer,Trafford,P,Mississippi State,54.0,69.0,42.0,6467166,East Carolina,57.99999999999999,62.0,17.0,2887971,2022-12-05T16:44:00.000Z,,2.0,Immediate
4841,2023.0,Marcayll,Jones,WR,Memphis,50.0,54.0,77.0,2634877,none,,,,0,2022-12-05T21:19:00.000Z,,3.0,Immediate
4842,2023.0,Isaiah,Nichols,DL,Arkansas,69.0,54.0,33.0,11544039,Purdue,69.0,56.99999999999999,33.0,5510579,2022-12-19T18:43:00.000Z,0.87,3.0,Immediate
4843,2023.0,Damel,Hickman,CB,East Carolina,57.99999999999999,62.0,17.0,2887971,Georgia Southern,25.0,46.0,46.0,844462,2022-12-29T17:38:00.000Z,,2.0,Immediate
4844,2023.0,Amari,Ward,IOL,Jackson State,,,,0,none,,,,0,2023-05-09T15:05:00.000Z,,2.0,Immediate
4845,2023.0,Sir,Mells,DL,Oregon,71.0,77.0,86.0,10623807,none,,,,0,2023-04-28T21:09:00.000Z,,3.0,Immediate
4846,2023.0,Avantae,Williams,S,Miami,57.99999999999999,42.0,54.0,0,Maryland,54.0,62.0,62.0,3735112,2022-12-05T20:42:00.000Z,0.9,4.0,Immediate
4847,2023.0,Jack,Tucker,OT,Texas Tech,54.0,62.0,54.0,6986182,Liberty,62.0,62.0,93.0,0,2023-04-24T19:33:00.000Z,,3.0,Immediate
4848,2023.0,Branden,Jennings,LB,UCF,69.0,64.0,46.0,3308993,none,,,,0,2023-04-28T01:37:00.000Z,,4.0,Immediate
4849,2023.0,Ricky,Miezan,LB,Stanford,25.0,25.0,25.0,0,none,,,,0,2022-12-08T01:55:00.000Z,,3.0,Immediate
4850,2023.0,Issiah,Nixon,LB,Texas State,33.0,33.0,62.0,599058,none,,,,0,2023-04-27T14:19:00.000Z,,3.0,Immediate
4851,2023.0,Nohl,Williams,CB,UNLV,17.0,42.0,64.0,2772864,California,42.0,33.0,46.0,3932903,2022-12-05T23:37:00.000Z,0.91,4.0,Immediate
4852,2023.0,Tobechi,Okoli,DL,Auburn,46.0,42.0,46.0,11588953,none,,,,0,2023-04-28T00:14:00.000Z,,3.0,Immediate
4853,2023.0,Collin,Sullivan,WR,Purdue,69.0,56.99999999999999,33.0,5510579,none,,,,0,2023-05-01T12:29:00.000Z,,3.0,Immediate
4854,2023.0,Vito,Calvaruso,K,Wisconsin,69.0,54.0,54.0,8982406,none,,,,0,2023-04-27T00:32:00.000Z,,2.0,Immediate
4855,2023.0,Zoom,Esplin,OT,BYU,77.0,62.0,42.0,0,none,,,,0,2023-04-17T17:22:00.000Z,,3.0,Immediate
4856,2023.0,Slater,Zellers,LS,California,42.0,33.0,46.0,3932903,Arizona State,62.0,25.0,25.0,5689877,2022-11-29T18:00:00.000Z,,3.0,Immediate
4857,2023.0,Miles,Fleming,CB,Minnesota,69.0,69.0,46.0,7171424,Ohio,25.0,71.0,77.0,509427,2023-04-27T14:42:00.000Z,,3.0,Immediate
4858,2023.0,Micah,Hilts,TE,Texas State,33.0,33.0,62.0,599058,SMU,67.0,54.0,79.0,0,2023-01-18T01:33:00.000Z,0.86,3.0,Immediate
4859,2023.0,Chris,Chernak,OT,Grambling,,,,0,Old Dominion,46.0,25.0,46.0,2389384,2023-04-24T05:00:00.000Z,,2.0,Immediate
4860,2023.0,K.J.,Miles,DL,Georgia Tech,25.0,42.0,54.0,4281809,Temple,25.0,25.0,25.0,0,2023-04-24T15:47:00.000Z,,3.0,Immediate
4861,2023.0,Trejon,Williams,S,Oregon,71.0,77.0,86.0,10623807,none,,,,0,2023-04-21T19:53:00.000Z,,4.0,Immediate
4862,2023.0,Reggie,Jones,DL,Temple,25.0,25.0,25.0,0,Louisiana Tech,25.0,25.0,25.0,0,2023-04-15T13:30:00.000Z,,2.0,Immediate
4863,2023.0,Teja,Young,S,Florida Atlantic,42.0,42.0,33.0,1308349,Ole Miss,77.0,62.0,85.0,0,2023-05-24T22:22:00.000Z,0.89,3.0,Immediate
4864,2023.0,Logan,Ridolph,OT,Missouri State,,,,0,Appalachian State,71.0,50.0,64.0,1925394,2023-04-16T03:22:00.000Z,,2.0,Immediate
4865,2023.0,Arik,Gilbert,TE,Georgia,93.0,100.0,93.0,18326566,Nebraska,25.0,33.0,42.0,7973918,2022-12-21T21:20:00.000Z,0.91,4.0,Immediate
4866,2023.0,Marcus,Peterson,WR,Cincinnati,93.0,69.0,25.0,3984845,McNeese,,,,0,2023-04-16T15:30:00.000Z,,3.0,Immediate
4867,2023.0,Dante,Wright,WR,Colorado State,25.0,25.0,42.0,2586300,Temple,25.0,25.0,25.0,0,2022-09-13T20:44:00.000Z,,3.0,Immediate
4868,2023.0,Beau,Allen,QB,Tarleton State,,,,0,Georgia Southern,25.0,46.0,46.0,844462,2022-12-05T10:57:00.000Z,,3.0,Immediate
4869,2023.0,Jordan,Vincent,S,Eastern Illinois,,,,0,New Mexico State,17.0,54.0,67.0,680038,2022-11-27T06:00:00.000Z,,0.0,Immediate
4870,2023.0,Gavin,Pringle,CB,Bucknell,,,,0,Georgia State,62.0,33.0,54.0,781177,2022-11-23T01:54:00.000Z,,0.0,Immediate
4871,2023.0,Craig,McDonald,S,Auburn,46.0,42.0,46.0,11588953,Minnesota,69.0,69.0,46.0,7171424,2023-04-28T14:21:00.000Z,0.87,3.0,Immediate
4872,2023.0,Isaiah,Stewart,WR,Pittsburgh,79.0,69.0,25.0,0,none,,,,0,2022-12-05T22:28:00.000Z,,2.0,Immediate
4873,2023.0,Evan,Jumper,OT,Furman,,,,0,Coastal Carolina,85.0,69.0,62.0,367676,2023-02-01T21:43:00.000Z,,3.0,Immediate
4874,2023.0,Trevor,Pope,WR,Oregon State,54.0,77.0,62.0,3163423,Oregon State,54.0,77.0,62.0,3163423,2023-01-12T14:37:00.000Z,,3.0,Immediate
4875,2023.0,Falentha,Carswell,OT,Ole Miss,77.0,62.0,85.0,0,Memphis,50.0,54.0,77.0,2634877,2023-04-26T19:36:00.000Z,,3.0,Immediate
4876,2023.0,Matt,Jones,RB,Ole Miss,77.0,62.0,85.0,0,Ole Miss,77.0,62.0,85.0,0,2023-04-28T20:30:00.000Z,,2.0,Immediate
4877,2023.0,Chad,Alexander,RB,New Mexico,25.0,17.0,33.0,1776472,none,,,,0,2023-04-15T15:48:00.000Z,,3.0,Immediate
4878,2023.0,Zach,Courtney,TE,Colorado,33.0,8.0,33.0,5337719,Coastal Carolina,85.0,69.0,62.0,367676,2023-04-19T15:18:00.000Z,0.84,3.0,Immediate
4879,2023.0,Gavin,Beerup,PRO,Wyoming,54.0,54.0,69.0,2426393,none,,,,0,2023-04-24T20:02:00.000Z,,3.0,Immediate
4880,2023.0,Deuce,Palmer,LB,SMU,67.0,54.0,79.0,0,USC,,,,0,2022-12-30T15:53:00.000Z,,3.0,Immediate
4881,2023.0,Grant,Perry,EDGE,Texas A&M,67.0,42.0,54.0,17228714,none,,,,0,2023-04-21T16:43:00.000Z,,2.0,Immediate
4882,2023.0,Matt,Robinson,QB,Fresno State,77.0,71.0,69.0,2102800,none,,,,0,2023-04-18T17:09:00.000Z,,3.0,Immediate
4883,2023.0,Ron,Tiavaasue,TE,Utah State,79.0,46.0,46.0,1511795,none,,,,0,2022-11-27T06:00:00.000Z,,0.0,Immediate
4884,2023.0,Tyler,Mullins,S,Ohio,25.0,71.0,77.0,509427,none,,,,0,2022-12-06T22:29:00.000Z,,2.0,Immediate
4885,2023.0,Demie,Sumo-Karngbaye,RB,NC State,75.0,62.0,69.0,5935429,Kentucky,77.0,54.0,54.0,11254204,2023-04-27T21:06:00.000Z,0.9,4.0,Immediate
4886,2023.0,Dashaun,Jerkins,S,Ole Miss,77.0,62.0,85.0,0,UMass,,,,0,2022-12-14T19:51:00.000Z,,3.0,Immediate
4887,2023.0,Theo,Wease,WR,Oklahoma,85.0,46.0,77.0,14817595,Missouri,46.0,46.0,85.0,7146859,2022-12-02T22:46:00.000Z,0.9,4.0,Immediate
4888,2023.0,David,Ugwoegbu,LB,Oklahoma,85.0,46.0,77.0,14817595,Houston,86.0,62.0,33.0,2098333,2023-01-09T06:00:00.000Z,0.88,3.0,Immediate
4889,2023.0,Chance,Morrow,WR,Louisville,46.0,62.0,71.0,9443439,none,,,,0,2023-04-25T21:44:00.000Z,,3.0,Immediate
4890,2023.0,DeAndre,Thomas,RB,Kansas,17.0,46.0,69.0,7427957,Emporia State,,,,0,2023-04-27T18:55:00.000Z,,2.0,Immediate
4891,2023.0,Quan,Lee,WR,UCF,69.0,64.0,46.0,3308993,none,,,,0,2023-04-27T18:43:00.000Z,,3.0,Immediate
4892,2023.0,Daron,Allman,LB,Angelo State,,,,0,UTSA,86.0,79.0,69.0,1058313,2023-01-31T17:17:00.000Z,,2.0,Immediate
4893,2023.0,Nick,Elksnis,TE,Florida,46.0,46.0,42.0,15802237,South Carolina,54.0,62.0,42.0,9554700,2022-12-07T14:19:00.000Z,0.88,3.0,Immediate
4894,2023.0,Elijah,Barclay,WR,Nevada,62.0,17.0,17.0,2000558,none,,,,0,2023-04-20T17:10:00.000Z,,3.0,Immediate
4895,2023.0,Tyrese,Chambers,WR,Florida International,,,,229930,Maryland,54.0,62.0,62.0,3735112,2022-11-29T15:32:00.000Z,0.9,4.0,Immediate
4896,2023.0,Devin,Nicholson,LB,Missouri,46.0,46.0,85.0,7146859,Kent State,50.0,42.0,8.0,160201,2022-12-05T20:44:00.000Z,,3.0,Immediate
4897,2023.0,Jayden,Gray,EDGE,Iowa State,54.0,33.0,54.0,7551312,Louisiana Tech,25.0,25.0,25.0,0,2022-12-05T17:30:00.000Z,,3.0,Immediate
4898,2023.0,Andre,White Jr.,LB,Texas A&M,67.0,42.0,54.0,17228714,Georgia Tech,25.0,42.0,54.0,4281809,2022-12-06T17:54:00.000Z,0.86,3.0,Immediate
4899,2023.0,Anthony,Simpson,ATH,Arizona,8.0,42.0,77.0,6414683,UMass,,,,0,2022-12-13T18:28:00.000Z,0.82,3.0,Immediate
4900,2023.0,Tre,Horner,WR,Washington State,54.0,54.0,42.0,3216991,none,,,,0,2023-04-30T18:24:00.000Z,,2.0,Immediate
4901,2023.0,Bhayshul,Tuten,RB,North Carolina A&T,,,,0,Virginia Tech,46.0,27.0,54.0,7732903,2022-12-15T00:11:00.000Z,0.89,3.0,Immediate
4902,2023.0,Coltin,Deery,IOL,Maryland,54.0,62.0,62.0,3735112,TCU,42.0,87.0,42.0,0,2023-04-17T17:45:00.000Z,0.87,3.0,Immediate
4903,2023.0,Robert,Kennedy,S,East Carolina,57.99999999999999,62.0,17.0,2887971,NC State,75.0,62.0,69.0,5935429,2020-11-29T06:00:00.000Z,0.87,3.0,Immediate
4904,2023.0,Jacolby,Hewitt,WR,Florida International,,,,229930,none,,,,0,2022-11-29T15:28:00.000Z,,3.0,Immediate
4905,2023.0,Viczaril,Alobwede,EDGE,UMass,,,,0,North Texas,46.0,50.0,42.0,607493,2023-04-29T21:47:00.000Z,,2.0,Immediate
4906,2023.0,Fatuvalu,Iosefa,CB,California,42.0,33.0,46.0,3932903,none,,,,0,2023-04-18T23:45:00.000Z,,3.0,Immediate
4907,2023.0,Treven,Ma'ae,EDGE,Oregon,71.0,77.0,86.0,10623807,Baylor,86.0,46.0,25.0,0,2023-04-15T15:27:00.000Z,0.87,3.0,Immediate
4908,2023.0,Jackson,Cravens,DL,Boise State,57.99999999999999,71.0,56.99999999999999,2765657,BYU,77.0,62.0,42.0,0,2022-12-23T00:11:00.000Z,0.87,3.0,Immediate
4909,2023.0,Hut,Graham,CB,Texas Tech,54.0,62.0,54.0,6986182,none,,,,0,2023-04-15T13:29:00.000Z,,3.0,Immediate
4910,2023.0,Tyler,Phommachanh,QB,Connecticut,,,,0,none,,,,0,2023-04-15T13:10:00.000Z,,3.0,Immediate
4911,2023.0,Tee,Denson,CB,Purdue,69.0,56.99999999999999,33.0,5510579,none,,,,0,2023-04-27T17:26:00.000Z,,3.0,Immediate
4912,2023.0,Isaiah,Dunson,CB,Miami,57.99999999999999,42.0,54.0,0,Baylor,86.0,46.0,25.0,0,2022-12-05T18:18:00.000Z,0.86,3.0,Immediate
4913,2023.0,Malik,McClain,WR,Florida State,42.0,77.0,93.0,10034191,Penn State,54.0,85.0,77.0,13793489,2023-01-18T20:25:00.000Z,0.89,3.0,Immediate
4914,2023.0,Reggie,Bracy,CB,Iowa,71.0,62.0,71.0,9698730,Troy,42.0,86.0,79.0,386184,2022-12-05T21:08:00.000Z,,3.0,Immediate
4915,2023.0,Ryan,Rivera,TE,Cal Poly,,,,0,Louisiana Tech,25.0,25.0,25.0,0,2023-02-01T21:05:00.000Z,,2.0,Immediate
4916,2023.0,Dennis,Smith,WR,Eastern Michigan,54.0,69.0,46.0,0,none,,,,0,2022-10-13T15:27:00.000Z,,3.0,Immediate
4917,2023.0,Kevonte,Henry,EDGE,Oklahoma,85.0,46.0,77.0,14817595,none,,,,0,2022-12-07T18:02:00.000Z,,4.0,Immediate
4918,2023.0,Phil,Jurkovec,QB,Boston College,50.0,25.0,54.0,0,Pittsburgh,79.0,69.0,25.0,0,2021-12-02T20:53:00.000Z,0.87,3.0,Immediate
4919,2023.0,Jahquez,Robinson,CB,Alabama,87.0,85.0,86.0,15995406,Colorado,33.0,8.0,33.0,5337719,2023-04-19T02:35:00.000Z,0.86,3.0,Immediate
4920,2023.0,Tyler,Buchner,QB,Notre Dame,85.0,69.0,77.0,0,Alabama,87.0,85.0,86.0,15995406,2023-04-25T17:41:00.000Z,0.88,3.0,Immediate
4921,2023.0,Kamden,Garrett,CB,Weber State,,,,0,BYU,77.0,62.0,42.0,0,2023-04-21T00:42:00.000Z,0.85,3.0,Immediate
4922,2023.0,Jessie,Campbell,WR,Southern Utah,,,,0,Riverside C.C.,,,,0,2022-12-15T06:00:00.000Z,,2.0,Immediate
4923,2023.0,Brennan,Armstrong,QB,Virginia,50.0,30.0,25.0,12780300,NC State,75.0,62.0,69.0,5935429,2022-12-01T18:45:00.000Z,0.91,4.0,Immediate
4924,2023.0,Jake,Renfro,IOL,Cincinnati,93.0,69.0,25.0,3984845,Wisconsin,69.0,54.0,54.0,8982406,2022-12-01T18:02:00.000Z,0.88,3.0,Immediate
4925,2023.0,Jarnorris,Hopson,WR,Mississippi State,54.0,69.0,42.0,6467166,none,,,,0,2023-04-30T15:46:00.000Z,,3.0,Immediate
4926,2023.0,Logan,Diggs,RB,Notre Dame,85.0,69.0,77.0,0,LSU,46.0,71.0,77.0,20137141,2023-04-27T22:25:00.000Z,0.91,4.0,Immediate
4927,2023.0,Brian,Balom,S,Miami,57.99999999999999,42.0,54.0,0,Miami,57.99999999999999,42.0,54.0,0,2022-12-08T22:16:00.000Z,,3.0,Immediate
4928,2023.0,Darnell,Stephens,LB,Washington State,54.0,54.0,42.0,3216991,none,,,,0,2023-04-27T21:41:00.000Z,,2.0,Immediate
4929,2023.0,Matt,Lawson,DL,Fresno State,77.0,71.0,69.0,2102800,none,,,,0,2023-04-17T16:41:00.000Z,,3.0,Immediate
4930,2023.0,Jayden,Williams,CB,USC,,,,0,none,,,,0,2022-12-06T04:36:00.000Z,0.82,3.0,Immediate
4931,2023.0,JQ,Hardaway,CB,Cincinnati,93.0,69.0,25.0,3984845,Kentucky,77.0,54.0,54.0,11254204,2022-11-27T10:45:00.000Z,0.91,4.0,Immediate
4932,2023.0,Kwesi,Evans,WR,Temple,25.0,25.0,25.0,0,none,,,,0,2023-04-20T18:19:00.000Z,,3.0,Immediate
4933,2023.0,Devyn,Ford,RB,Penn State,54.0,85.0,77.0,13793489,Notre Dame,85.0,69.0,77.0,0,2023-04-24T21:25:00.000Z,0.87,3.0,Immediate
4934,2023.0,Jadon,Pearson,S,Utah,71.0,71.0,62.0,7252969,none,,,,0,2023-04-20T14:37:00.000Z,,3.0,Immediate
4935,2023.0,Montana,Lemonious-Craig,WR,Colorado,33.0,8.0,33.0,5337719,Arizona,8.0,42.0,77.0,6414683,2023-04-24T14:24:00.000Z,0.91,4.0,Immediate
4936,2023.0,Parris,Heath,IOL,Albany,,,,0,UMass,,,,0,2023-04-16T05:00:00.000Z,,3.0,Immediate
4937,2023.0,Tre,Weed,S,Eastern Washington,,,,0,Nevada,62.0,17.0,17.0,2000558,2022-12-01T17:57:00.000Z,,3.0,Immediate
4938,2023.0,Simeon,Harris,CB,Colorado,33.0,8.0,33.0,5337719,Utah State,79.0,46.0,46.0,1511795,2023-04-18T02:22:00.000Z,,3.0,Immediate
4939,2023.0,Caleb,Johnson,OT,Notre Dame,85.0,69.0,77.0,0,SMU,67.0,54.0,79.0,0,2023-04-19T19:30:00.000Z,0.87,3.0,Immediate
4940,2023.0,Rance,Conner,CB,Louisville,46.0,62.0,71.0,9443439,East Carolina,57.99999999999999,62.0,17.0,2887971,2022-12-12T21:44:00.000Z,0.84,3.0,Immediate
4941,2023.0,Cadien,Robinson,CB,Tulane,17.0,86.0,79.0,0,none,,,,0,2023-04-20T20:34:00.000Z,,3.0,Immediate
4942,2023.0,Smoke,Bouie,CB,Texas A&M,67.0,42.0,54.0,17228714,Georgia,93.0,100.0,93.0,18326566,2022-12-15T03:10:00.000Z,0.92,4.0,Immediate
4943,2023.0,Kentrell,Marks,RB,Purdue,69.0,56.99999999999999,33.0,5510579,none,,,,0,2023-04-27T17:57:00.000Z,,3.0,Immediate
4944,2023.0,Spencer,Lytle,LB,Wisconsin,69.0,54.0,54.0,8982406,none,,,,0,2023-04-21T14:36:00.000Z,,4.0,Immediate
4945,2023.0,Tyrell,Raby,CB,Memphis,50.0,54.0,77.0,2634877,Middle Tennessee,54.0,62.0,33.0,0,2023-04-15T23:44:00.000Z,,3.0,Immediate
4946,2023.0,Omar,Daniels,CB,Kansas State,62.0,71.0,69.0,7121436,Georgia Tech,25.0,42.0,54.0,4281809,2023-05-01T14:34:00.000Z,,3.0,Immediate
4947,2023.0,Will,Pauling,WR,Cincinnati,93.0,69.0,25.0,3984845,Wisconsin,69.0,54.0,54.0,8982406,2022-12-20T18:47:00.000Z,0.86,3.0,Immediate
4948,2023.0,Avante,Dickerson,CB,Oregon,71.0,77.0,86.0,10623807,none,,,,0,2023-04-28T21:03:00.000Z,,4.0,Immediate
4949,2023.0,Jalen,McLeod,LB,Appalachian State,71.0,50.0,64.0,1925394,Auburn,46.0,42.0,46.0,11588953,2023-04-28T01:07:00.000Z,0.86,3.0,Immediate
4950,2023.0,Christian,Rapley,WR,Western Michigan,62.0,42.0,33.0,827015,none,,,,0,2023-04-26T14:10:00.000Z,,3.0,Immediate
4951,2023.0,Jayvion,Cole,CB,Cal Poly,,,,0,San Jose State,42.0,57.99999999999999,54.0,1001536,2022-12-05T06:00:00.000Z,,0.0,Immediate
4952,2023.0,Alvin,Williams,EDGE,Colorado,33.0,8.0,33.0,5337719,none,,,,0,2023-05-09T17:59:00.000Z,,3.0,Immediate
4953,2023.0,Joe,Moore,EDGE,Arizona State,62.0,25.0,25.0,5689877,Washington,33.0,85.0,93.0,9406794,2022-12-05T16:26:00.000Z,0.87,3.0,Immediate
4954,2023.0,Thornton,Gentry,OT,NC State,75.0,62.0,69.0,5935429,Appalachian State,71.0,50.0,64.0,1925394,2023-04-15T15:00:00.000Z,,3.0,Immediate
4955,2023.0,Spencer,Briggs,RB,UNLV,17.0,42.0,64.0,2772864,none,,,,0,2023-04-21T16:45:00.000Z,,2.0,Immediate
4956,2023.0,Joshua,Simon,TE,Western Kentucky,64.0,64.0,62.0,870548,South Carolina,54.0,62.0,42.0,9554700,2022-12-06T17:42:00.000Z,0.91,4.0,Immediate
4957,2023.0,Aaron,Dumas,RB,Washington,33.0,85.0,93.0,9406794,none,,,,0,2023-05-02T18:56:00.000Z,,3.0,Immediate
4958,2023.0,Alonzo,Ford,DL,Old Dominion,46.0,25.0,46.0,2389384,Penn State,54.0,85.0,77.0,13793489,2023-04-28T20:52:00.000Z,0.87,3.0,Immediate
4959,2023.0,Warren,Peeples,LB,Memphis,50.0,54.0,77.0,2634877,none,,,,0,2022-12-19T18:43:00.000Z,,3.0,Immediate
4960,2023.0,Nate,McCollum,WR,Georgia Tech,25.0,42.0,54.0,4281809,North Carolina,46.0,64.0,62.0,8355617,2022-12-09T19:19:00.000Z,0.89,3.0,Immediate
4961,2023.0,Hunter,Barlow,IOL,Kansas,17.0,46.0,69.0,7427957,Stony Brook,,,,0,2023-04-15T13:59:00.000Z,,2.0,Immediate
4962,2023.0,John,Sniffen,DL,Fresno State,77.0,71.0,69.0,2102800,none,,,,0,2023-04-19T05:00:00.000Z,,2.0,Immediate
